time_s,RequestScannerOn [unary],RecordScannerOn [unary],Periodicity [arbitrary unit],Phase [degree],Left-Right [millimeter],Ant.-Post. [millimeter],Head-Feet [millimeter],MarkerBlockFound [unary]
2.08,0.0,0.0,0.0993320921565,0.49305194177399997,-2.7412906464216,151.293638403783,606.20954151952,-1.0
2.12,0.0,0.0,0.08127819306034001,0.5584088755523999,-2.7290007964904,152.078250663334,606.11854466,-1.0
2.16,0.0,0.0,0.07123941350520001,0.6206033770512,-2.7253363916944,153.09670942792,606.7425231252801,-1.0
2.2,0.0,0.0,0.06986014387498,0.6828937098312,-2.7209954813976003,153.928745104576,606.43053389264,-1.0
2.24,0.0,0.0,0.0671537042626,0.7475798246412,-2.7169364483928002,154.918749818899,606.60927772384,-1.0
2.28,0.0,0.0,0.06577991880586001,0.8076660379535999,-2.7257873953616,155.95356148593498,606.87901841456,-1.0
2.32,0.0,0.0,0.06374529044478,0.8728313091696,-2.7626005696968,156.986737862726,607.09026112416,-1.0
2.36,0.0,0.0,0.06635575702126001,0.9337800040127999,-2.7911265516472,157.736681969083,606.28428893984,-1.0
2.4,0.0,0.0,0.06962980858882001,0.995207855262,-2.7865601395168,158.606329321374,606.03404757616,-1.0
2.44,0.0,0.0,0.06958319311424001,1.0566357065112,-2.7837977420552003,159.423320327776,605.65706058672,-1.0
2.48,0.0,0.0,0.07152184843942,1.1161469321364,-2.7716770184992,160.316515859595,605.65706058672,-1.0
2.52,0.0,0.0,0.07743104536412,1.1817913597584,-2.7627133206136,161.337264030524,606.25179006144,-1.0
2.56,0.0,0.0,0.08663897263704,1.2431233797263999,-2.7817682255528,162.17911144865,606.39153523856,-1.0
2.6,0.0,0.0,0.09385340284998,1.305222049944,-2.845359742628,162.919243813537,606.32328759392,-1.0
2.64,0.0,0.0,0.10568002295960001,1.3685665268172,-2.8510536639264,163.507621243688,605.8423041936001,-1.0
2.68,0.0,0.0,0.11485230310490001,1.4290360652543999,-2.8657676585688,164.151925600218,605.91055183824,-1.0
2.72,0.0,0.0,0.11807425502440001,1.4928596985336,-2.8702213197824,164.453800179445,604.90958638352,-1.0
2.76,0.0,0.0,0.12986248591966001,1.5544792123452,-2.8711233271168,164.991483612001,605.0200825700799,-1.0
2.8,0.0,0.0,0.12977473914398,1.6167695451252,-2.8752951110384,165.426470817171,604.88683716864,-1.0
2.84,0.0,0.0,0.13495728308258,1.6798265281548,-2.8726454644936,165.891874420898,605.11757920528,-1.0
2.88,0.0,0.0,0.1355276371245,1.7424043547783998,-2.8672897959456,166.316068710451,605.33207180272,-1.0
2.92,0.0,0.0,0.14727199463192,1.8065154819012,-2.869037435156,166.643780875549,605.41331899872,-1.0
2.96,0.0,0.0,0.14848948114448002,1.8693808023684,-2.8700521934072,166.919163752807,605.49781608256,-1.0
3.0,0.0,0.0,0.15495806376414,1.9321502915544,-2.879185017668,167.038212882643,605.1923266256,-1.0
3.04,0.0,0.0,0.15748078356494,1.9959739248336,-2.8893889756384,167.168709044194,605.06558099984,-1.0
3.08,0.0,0.0,0.15803194299968001,2.0575934386452,-2.8834695525064,167.285468767687,604.9680843646399,-1.0
3.12,0.0,0.0,0.15989381989614002,2.1216087344868,-2.8805380286696,167.410404942405,605.00708301872,-1.0
3.16,0.0,0.0,0.15782628649418,2.1851448739224,-2.8790722667512,167.66943491721298,605.67006013808,-1.0
3.2,0.0,0.0,0.15903006257304,2.2480101943896,-2.8844279352992,167.798949904617,605.84555408144,-1.0
3.24,0.0,0.0,0.16023658073864,2.3122171527936,-2.8817782887544,167.80778047194,605.68630957728,-1.0
3.28,0.0,0.0,0.16012963935578,2.3735491727616,-2.8841460580072003,167.732884178719,605.29307314864,-1.0
3.32,0.0,0.0,0.16263864872288,2.4372769747596,-2.888205091012,167.673032555752,605.0460816728,-1.0
3.36,0.0,0.0,0.16448955727238002,2.4882592163579997,-2.8974506661896,167.728959482131,605.26057427024,-1.0
3.4,0.0,0.0,0.166993082466,2.5493037424824,-2.9046103494064,167.881041474916,605.74805744624,-1.0
3.44,0.0,0.0,0.16427567450666,2.6115940752624,-2.8973379152728,167.905570828591,605.79680576384,-1.0
3.48,0.0,0.0,0.16482134976792,2.6740760706047997,-2.8870212063856,168.00074472085,606.0892956694399,-1.0
3.52,0.0,0.0,0.17057424774844002,2.7371330536344,-2.8775501293744,168.132876172646,606.5475298548799,-1.0
3.56,0.0,0.0,0.16916207307734002,2.8015316746008,-2.8821729169632,167.910803757375,605.70580890432,-1.0
